,Unnamed: 0,Quarterly Sum Precip (mm)_diff,CPI Compounded_diff,Debt_to_Asset_Ratio_diff,Mortgage_Debt_to_Real_Estate_Ratio_diff,Depression_diff,Anxiety_diff,Stress_diff,Unemployment Rate_diff,Quarterly Avg Temp (°C)_diff,Therapy_diff2
75,75,-0.35528226991772627,-0.5805018130234822,0.033335415764701004,0.11030762993942222,0.5468576341284385,-0.4667383895541526,0.18939393939393945,-0.10113473203751733,-1.4028487225442117,0.015000000000000013
76,76,-0.36943158269459175,-0.1479059695011884,0.03567597472340989,0.1537846611356991,-0.20610688325865822,0.08991347913077696,0.09920634920634797,-0.08046113523979281,-1.0430052497642217,0.0
77,77,-0.8440978449218832,-0.9390091561883749,0.0272619205241611,0.1452418963402063,-0.22272143567088365,-0.26478786548401056,-0.09920634920634797,-0.07922693603345854,-0.0056613884017595595,0.0050000000000000044
78,78,-0.37386624956042525,-0.9067874912159046,0.009724010552243367,0.06819436425831887,-0.36836997008026356,-0.3307011485435205,-0.18939393939393856,0.005872007453803896,0.03188077945112111,0.0025000000000000022
79,79,0.35907049923799406,0.6371874106350877,0.01081706039738628,0.052899641761403604,-0.4143079101876032,-0.07886118885015181,0.18939393939393945,-0.005283252676707706,0.11928102345009384,0.0024999999999999467
80,80,-0.7029316978158882,0.4874817216532543,-0.043949243896442836,0.0544080729316036,0.8962011570789545,-1.0193036247668337,-1.3719512195121961,0.00235155900255557,0.5056222700111466,-0.039999999999999925
81,81,-1.0454101265119267,-0.026787233225217255,-0.04315040613338361,0.03585677849108082,0.7661606302792627,-0.6271328584762462,-0.7964161274265802,-0.03830510193151948,1.3235054526478538,-0.005000000000000143
82,82,0.3105332106357235,0.13292688596585056,-0.05598210127403225,-0.01801689774078402,0.6236097233231805,-0.4574978554108382,-0.411907882419023,-0.10542830995906405,1.1652997475854208,0.007500000000000201
83,83,-1.5231488631783243,0.34750711051648175,-0.06584077956510392,-0.0748993009647812,0.44485535330154535,-0.5592804793707187,-0.592801693719125,-0.12168895895461196,0.1288479468808661,-0.010000000000000092
84,84,1.5312365565561894,0.30197594721266263,0.004742924183803066,-0.028963146706819598,0.0,-0.02536139354837119,-0.04662004662004593,-0.10315094561119453,-0.33555754993846776,0.0325
